Date,Rank,Title,Author,Publisher,Description
05-03-1937,8,DRUMS ALONG THE MOHAWK,Walter D. Edmonds,"Li ttle, Brown.",
04-06-2008,1,CHANGE OF HEART,Jodi Picoult,"Atria,",
04-06-2008,2,THE APPEAL,John Grisham,"Doubleday,",
04-06-2008,3,REMEMBER ME?,Sophie Kinsella,"Dial,",
04-06-2008,4,DEAD HEAT,Joel C. Rosenberg,"Tyndale,",
04-06-2008,5,7TH HEAVEN,James Patterson and Maxine Paetro,"Little, Brown,",
04-06-2008,6,A PRISONER OF BIRTH,Jeffrey Archer,"St. Mart in’s,",
04-06-2008,7,A THOUSAND SPLENDID SUNS,Khaled Hosseini,"Ri verhead,",
04-06-2008,8,LUSH LIFE,Richard Price,"Farrar, Straus & Gi roux,",
04-06-2008,9,KILLER HEAT,Linda Fairstein,"Doubleday,",
04-06-2008,10,BLACK WIDOW,Randy Wayne White,"Putnam,",
04-06-2008,11,CHRIST THE LORD: THE ROAD TO CANA,Anne Rice,"Knopf,",
04-06-2008,12,HONOR THYSELF,Danielle Steel,"Delacorte,",
04-06-2008,13,WORLD WITHOUT END,Ken Follett,"Dutton,",
04-06-2008,14,THE DARK TIDE,Andrew Gross,"Morrow,",
04-06-2008,15,DUMA KEY,Stephen King,"Scribner,",
08-24-1947,1,THE MONEYMAN,Thomas B. Costain,Doubleday.,
08-24-1947,2,PRINCE OF FOXES,Samuel Shellanbarger,"Little , Brown.",
08-24-1947,3,GENTLEMAN'S AGREEMENT,Laura Z. Hobson,Simon  & Schuster.,
08-24-1947,4,KINGSBLOOD ROYAL,Sinclair Lewis,Random Hous e.,
08-24-1947,5,THE VIXENS,Frank Yerby,Dial Press.,
08-24-1947,6,KNOCK ON ANY DOOR,Willard Motley,Appleton-C entury.,
08-24-1947,7,THE STORY OF MRS. MURPHY,Natalie Anderson Scott ,,
08-24-1947,8,THE BIG SKY,A.B. Guthrie Jr,Pocket Books.,
08-24-1947,9,THE MIRACLE OF THE BELLS,Russell Janney,Pre ntice Hall.,
08-24-1947,10,CREATURES OF CIRCUMSTANCE,W Somerset Maughan ,Doubleday.,
08-24-1947,11,THE STEEPER CLIFF,David Davidson,Random Ho use.,
08-24-1947,12,THERE WAS A TIME,Taylor Caldwell,Scribner.,
08-24-1947,13,MRS. MIKE,Benedict Freedman and Nancy Freedm an,Coward-McCann.,
08-24-1947,14,GIVE US OUR DREAM,Arthemise Goertz,Whittle sey House.,
08-24-1947,15,THE SEMI-ATTACHED COUPLE,Emily Eden,Hought on Mifflin.,
08-24-1947,16,THE AGE OF REASON,Jean Paul Sartre,Vintage  Books.,
02-25-1996,1,PRIMARY COLORS,Anonymous,"Random House,",
02-25-1996,2,THAT CAMDEN SUMMER,LaVyrle Spencer,"Putnam,",
02-25-1996,3,INTENSITY,Dean Koontz,"Knopf,",
02-25-1996,4,THE HORSE WHISPERER,Nicholas Evans,"Delacort e,",
02-25-1996,5,CONTAGION,Robin Cook,"Putnam,",
02-25-1996,6,ABSOLUTE POWER,David Baldacci,"Warner,",
02-25-1996,7,FIVE DAYS IN PARIS,Danielle Steel,"Delacorte ,",
02-25-1996,8,THE CELESTINE PROPHECY,James Redfield,"Warne r,",
02-25-1996,9,THE CAT WHO SAID CHEESE,Lilian Jackson Braun,"Putnam,",
02-25-1996,10,THE WEB,Jonathan Kellerman,"Bantam,",
02-25-1996,11,BEHIND THE LINES,W. E. B. Griffin,"Putnam,",
02-25-1996,12,THE JUDGE,Steve Martini,"Putnam,",
02-25-1996,13,HIDE & SEEK,James Patterson,"Little, Brown,",
02-25-1996,14,SHOCK WAVE,Clive Cussler,"Simon & Schuster,",
02-25-1996,15,THE LOST WORLD,Michael Crichton,"Knopf,",
02-25-1996,16,THE MOOR'S LAST SIGH,Salman Rushdie,"Panthe on,",
04-21-2019,1,WHERE THE CRAWDADS SING,Delia Owens,Putnam.,
04-21-2019,2,THE CORNWALLS ARE GONE,James Patterson and Br endan DuBois,,
04-21-2019,3,THE SAVIOR,J.R. Ward,Gallery.,
04-21-2019,4,RUN AWAY,Harlan Coben,Grand Central.,
04-21-2019,5,CELTIC EMPIRE,Clive Cussler and Dirk Cussler,Putnam.,
04-21-2019,6,THE SILENT PATIENT,Alex Michaelides,Celadon .,
04-21-2019,7,DAISY JONES & THE SIX,Taylor Jenkins Reid,B allantine.,
04-21-2019,8,CEMETERY ROAD,Greg Iles,Morrow.,
04-21-2019,9,WOLF PACK,C.J. Box,Putnam.,
04-21-2019,10,THE CHEF,James Patterson with Max DiLallo,"Little, Brown.",
04-21-2019,11,WILD CARD,Stuart Woods,Putnam.,
04-21-2019,12,THE LAST ROMANTICS,Tara Conklin,Morrow.,
04-21-2019,13,THE A LIST,J.A. Jance,Gallery.,
04-21-2019,14,THE AMERICAN AGENT,Jacqueline Winspear,Har per.,
04-21-2019,15,THE ISLAND OF SEA WOMEN,Lisa See,Scribner.,
05-17-1937,1,THE OUTWARD ROOM,Millen Brand,Simon & Schus ter.,
05-17-1937,2,THE YEARS,Virginia Woolf,"Harcourt, Brace.",
05-17-1937,3,THEATRE,Somerset Maugham,"Doubleday, Doran.",
05-17-1937,4,GONE WITH THE WIND,Margaret Mitchell,Macmil lan.,
05-17-1937,5,THREE COMRADES,Erich Maria Remarque,"Little,  Brown.",
05-17-1937,6,WE ARE NOT ALONE,James Hilton,"Little, Brown .",
05-17-1937,7,DRUMS ALONG THE MOHAWK,Walter D. Edmonds,"Li ttle, Brown.",
05-17-1937,8,OF MICE AND MEN,John Steinbeck,"Covici, Frie de.",
01-09-2011,1,DEAD OR ALIVE,Tom Clancy with Grant Blackwood ,"Putnam,",
01-09-2011,2,THE CONFESSION,John Grisham,"Doubleday,",
01-09-2011,3,CROSS FIRE,James Patterson,"Little, Brown,",
01-09-2011,4,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg L arsson,,
01-09-2011,5,"FULL DARK, NO STARS",Stephen King,"Scribner,",
01-09-2011,6,FREEDOM,Jonathan Franzen,"Farrar, Straus & G iroux,",
01-09-2011,7,PORT MORTUARY,Patricia Cornwell,"Putnam,",
01-09-2011,8,THE HELP,Kathryn Stockett,"Amy Einhorn/Putna m,",
01-09-2011,9,SQUIRREL SEEKS CHIPMUNK,David Sedaris,"Littl e, Brown,",
01-09-2011,10,FALL OF GIANTS,Ken Follett,"Dutton,",
01-09-2011,11,SAFE HAVEN,Nicholas Sparks,"Grand Central,",
01-09-2011,12,HELL'S CORNER,David Baldacci,"Grand Central ,",
01-09-2011,13,AN OBJECT OF BEAUTY,Steve Martin,"Grand Cen tral,",
01-09-2011,14,CRESCENT DAWN,Clive Cussler and Dirk Cussler ,"Putnam,",
01-09-2011,15,ROOM,Emma Donoghue,"Little, Brown,",
04-20-1936,1,THE LAST PURITAN,George Santayana,Scribner.,
04-20-1936,2,THE THINKING REED,Rebecca West,Viking.,
04-20-1936,3,IT CAN'T HAPPEN HERE,Sinclair Lewis,"Doubled ay, Doran.",
04-20-1936,4,SPARKENBROKE,Charles Morgan,Macmillan.,
04-20-1936,5,THE HURRICANE,Charles Nordloff and James Norm an Hall,"Little, Brown.",
04-20-1936,6,GAUDY NIGHT,Dorothy L. Sayers,"Harcourt, Bra ce.",
05-28-1961,1,THE AGONY AND THE ECSTASY,Irving Stone,Doub leday and Company.,
05-28-1961,2,TO KILL A MOCKINGBIRD,Harper Lee,J.B. Lippi ncott Company.,
05-28-1961,3,THE LAST OF THE JUST,Andre Schwarz-Bart,Ath eneum.,
05-28-1961,4,A BURNT-OUT CASE,Graham Greene,Heinemann.,
05-28-1961,5,MIDCENTURY,John Dos Passos,"Houghton, Miffli n.",
05-28-1961,6,HAWAII,James A. Michener,Random House.,
05-28-1961,7,WINNIE ILLE PU,A.A. Milnei,E.P. Dutton and Company.,
05-28-1961,8,CHINA COURT,Rumer Godden,Viking Press.,
05-28-1961,9,ADVISE AND CONSENT,Allen Drury,Doubleday an d Company.,
05-28-1961,10,THE CHATEAU,William Maxwell,Alfred A. Knop f.,
05-28-1961,11,DON'T TELL ALFRED,Nancy Mitford,Harper and  Brothers.,
05-28-1961,12,A JOURNEY TO MATECUMBE,Robert Lewis Taylor,McGraw-Hill.,
05-28-1961,13,MANILA GALLEON,F. Van Wyck Mason,"Little, B rown and Company.",
05-28-1961,14,THE INCREDIBLE JOURNEY,Sheila Burnford,"Lit tle, Brown and Company.",
05-28-1961,15,POMP AND CIRCUMSTANCE,Noel Coward,Doubleda y and Company.,
05-28-1961,16,NO SIGNPOSTS IN THE SEA,Vita Sackville-West,,
04-13-2008,1,COMPULSION,Jonathan Kellerman,"Ballantine,",
04-13-2008,2,THE APPEAL,John Grisham,"Doubleday,",
04-13-2008,3,CHANGE OF HEART,Jodi Picoult,"Atria,",
04-13-2008,4,REMEMBER ME?,Sophie Kinsella,"Dial,",
04-13-2008,5,HOLLYWOOD CROWS,Joseph Wambaugh,"Little, Bro wn,",
04-13-2008,6,DEAD HEAT,Joel C. Rosenberg,"Tyndale,",
04-13-2008,7,7TH HEAVEN,James Patterson and Maxine Paetro,"Little, Brown,",
04-13-2008,8,A PRISONER OF BIRTH,Jeffrey Archer,"St. Mart in’s,",
04-13-2008,9,A THOUSAND SPLENDID SUNS,Khaled Hosseini,"Ri verhead,",
04-13-2008,10,LUSH LIFE,Richard Price,"Farrar, Straus & G iroux,",
04-13-2008,11,BLACK WIDOW,Randy Wayne White,"Putnam,",
04-13-2008,12,WORLD WITHOUT END,Ken Follett,"Dutton,",
04-13-2008,13,LOST SOULS,Lisa Jackson,"Kensington,",
04-13-2008,14,BLUE-EYED DEVIL,Lisa Kleypas,"St. Martin’s,",
04-13-2008,15,BUCKINGHAM PALACE GARDENS,Anne Perry,"Balla ntine,",
04-13-2008,16,WRATH OF A MAD GOD,Raymond E. Feist,"Eos/Ha rperCollins,",
12-23-1973,1,BURR,Gore Vidal,Random House.,
12-23-1973,2,THE HONORARY CONSUL,Graham Greene,Simon and Schuster.,
12-23-1973,3,THE HOLLOW HILLS,Mary Stewart,Morrow.,
12-23-1973,4,THEOPHILUS NORTH,Thornton Wilder,Harper and  Row.,
12-23-1973,5,"COME NINEVEH, COME TYRE",Allen Drury,Doubled ay.,
12-23-1973,6,THE FIRST DEADLY SIN,Lawrence Sanders,Putna m.,
12-23-1973,7,THE SALAMANDER,Morris L. West,Morrow.,
12-23-1973,8,THE BILLION DOLLAR SURE THING,Paul Emil Erdman,,
12-23-1973,9,POSTERN OF FATE,Agatha Christie,"Dodd, Mead and Company.",
12-23-1973,10,BEULAH LAND,Lonnie Coleman,"Doubleday & Com pany, Inc.",
05-24-2009,1,DEAD AND GONE,Charlaine Harris,"Ace,",
05-24-2009,2,THE 8TH CONFESSION,James Patterson and Maxine  Paetro,,
05-24-2009,3,PYGMY,Chuck Palahniuk,"Doubleday,",
05-24-2009,4,FIRST FAMILY,David Baldacci,"Grand Central,","Former Secret Service agents, now P"
05-24-2009,5,TEA TIME FOR THE TRADITIONALLY BUILT,Alexande r McCall Smith,,
05-24-2009,6,JUST TAKE MY HEART,Mary Higgins Clark,"Simon  & Schuster,",
05-24-2009,7,SUMMER ON BLOSSOM STREET,Debbie Macomber,"Mi ra,",
05-24-2009,8,THE HOST,Stephenie Meyer,"Little, Brown,",
05-24-2009,9,LOVER AVENGED,J. R. Ward,"New American Libra ry,",
05-24-2009,10,THE LEGEND OF SIGURD AND GUDRUN,J. R. R. Tol kien. Edited by,,
05-24-2009,11,BRIMSTONE,Robert B. Parker,"Putnam,",
05-24-2009,12,THE HELP,Kathryn Stockett,"Amy Einhorn/Putn am,",
05-24-2009,13,LOITERING WITH INTENT,Stuart Woods,"Putnam,",
05-24-2009,14,THE ASSOCIATE,John Grisham,"Doubleday,",
05-24-2009,15,HANDLE WITH CARE,Jodi Picoult,"Atria,",
10-07-1945,1,THE BLACK ROSE,Thomas B. Costain,Doubleday.,
10-07-1945,2,SO WELL REMEMBERED,James Hilton,"Little, Bro wn.",
10-07-1945,3,THE WHITE TOWER,James Ramsey Ullman,J. B. L ippincott Company.,
10-07-1945,4,A LION IS IN THE STREETS,Adria Locke Langley,McGraw-Hill.,
10-07-1945,5,"THE WORLD, THE FLESH AND FATHER SMITH",Bruce Mar shall,,
10-07-1945,6,CAPTAIN FROM CASTILLE,Samuel Shellaburger,"L ittle, Brown.",
10-07-1945,7,COMMODORE HORNBLOWER,C. S. Forester,"Little,  Brown.",
10-07-1945,8,RICKSHAW BOY,Lau Shaw,Reynal & Hitchcock.,
10-07-1945,9,DRAGON HARVEST,Upton Sinclair,Viking.,
10-07-1945,10,THE PEACOCK SHEDS HIS TAIL,Alice Tisdale Hobart ,,
10-07-1945,11,IMMORTAL WIFE,Irving Stone,"Doubleday, Dora n.",
10-07-1945,12,THE FOUNTAINHEAD,Ayn Rand,Bobbs Merrill.,
10-07-1945,13,GREEN DOLPHIN STREET,Elizabeth Goudge,Cowa rd-McCann.,
10-07-1945,14,THE ROBE,Lloyd C. Douglas,Houghton Mifflin .,
10-07-1945,15,FOREVER AMBER,Kathleen Winsor,Macmillan.,
10-07-1945,16,BURNING GOLD,Robert Hardy Andrews,"Doubleda y, Doran.",
08-31-1947,1,THE MONEYMAN,Thomas B. Costain,Doubleday.,
08-31-1947,2,PRINCE OF FOXES,Samuel Shellanbarger,"Little , Brown.",
08-31-1947,3,GENTLEMAN'S AGREEMENT,Laura Z. Hobson,Simon  & Schuster.,
08-31-1947,4,KINGSBLOOD ROYAL,Sinclair Lewis,Random Hous e.,
08-31-1947,5,KNOCK ON ANY DOOR,Willard Motley,Appleton-C entury.,
08-31-1947,6,THE VIXENS,Frank Yerby,Dial Press.,
08-31-1947,7,THE MIRACLE OF THE BELLS,Russell Janney,Pre ntice Hall.,
08-31-1947,8,THE STORY OF MRS. MURPHY,Natalie Anderson Scott ,,
08-31-1947,9,THE SEMI-ATTACHED COUPLE,Emily Eden,Houghto n Mifflin.,
08-31-1947,10,THE BIG SKY,A.B. Guthrie Jr,Pocket Books.,
08-31-1947,11,CREATURES OF CIRCUMSTANCE,W Somerset Maughan ,Doubleday.,
08-31-1947,12,THE STEEPER CLIFF,David Davidson,Random Ho use.,
08-31-1947,13,GIVE US OUR DREAM,Arthemise Goertz,Whittle sey House.,
08-31-1947,14,MRS. MIKE,Benedict Freedman and Nancy Freedm an,Coward-McCann.,
08-31-1947,15,THE AGE OF REASON,Jean Paul Sartre,Vintage  Books.,
08-31-1947,16,THE HARDER THEY FALL,Budd Schulberg,Random  House.,
06-08-1947,1,GENTLEMAN'S AGREEMENT,Laura Z. Hobson,Simon  & Schuster.,
06-08-1947,2,THE VIXENS,Frank Yerby,Dial Press.,
06-08-1947,3,THERE WAS A TIME,Taylor Caldwell,Scribner.,
06-08-1947,4,THE BIG SKY,A.B. Guthrie Jr,Pocket Books.,
06-08-1947,5,THE MIRACLE OF THE BELLS,Russell Janney,Pre ntice Hall.,
06-08-1947,6,LYDIA BAILEY,Kenneth Roberts,Doubleday.,
06-08-1947,7,THE WAYWARD BUS,John Steinbeck,Viking.,
06-08-1947,8,MRS. MIKE,Benedict Freedman and Nancy Freedma n,Coward-McCann.,
06-08-1947,9,KNOCK ON ANY DOOR,Willard Motley,Appleton-C entury.,
06-08-1947,10,THE CHEQUER BOARD,Nevil Shute,Morrow.,
06-08-1947,11,THE LEFT HAND IS THE DREAMER,Nancy Wilson Ross,,
06-08-1947,12,PRESIDENTIAL MISSION,Upton Sinclair,Viking .,
06-08-1947,13,THE SLING AND THE ARROW,Stuart David Engstra nd,Creative Age Press.,
06-08-1947,14,THE TIN FLUTE,Gabrielle Roy,Reynal & Hitch cock.,
06-08-1947,15,MR. ADAM,Pat Frank,Lippincott.,
06-08-1947,16,THE SCARLET PATCH,Bruce Lancaster,"Little, Brown & Company.",
11-11-2012,1,THE RACKETEER,John Grisham,"Doubleday,",
11-11-2012,2,THE PANTHER,Nelson DeMille,"Grand Central,","The anti-terrorist task force agent John Corey and his wife, an F.B"
11-11-2012,3,THE CASUAL VACANCY,J. K. Rowling,"Little, Br own,",
11-11-2012,4,BACK TO BLOOD,Tom Wolfe,"Little, Brown,",
11-11-2012,5,THE BRIDGE,Karen Kingsbury,"Howard Books,",
11-11-2012,6,THE BONE BED,Patricia Cornwell,"Putnam,",
11-11-2012,7,GONE GIRL,Gillian Flynn,"Crown,",
11-11-2012,8,NYPD RED,James Patterson and Marshall Karp,"Little, Brown,",
11-11-2012,9,ANGELS AT THE TABLE,Debbie Macomber,"Ballant ine,",
11-11-2012,10,WINTER OF THE WORLD,Ken Follett,"Dutton,",
11-11-2012,11,THE TWELVE,Justin Cronin,"Ballantine,",
11-11-2012,12,THE TIME KEEPER,Mitch Albom,"Hyperion,",
11-11-2012,13,THE YELLOW BIRDS,Kevin Powers,"Little, Brow n,",
11-11-2012,14,MAD RIVER,John Sandford,"Putnam,",
11-11-2012,15,THE SECRET KEEPER,Kate Morton,"Atria,",
11-11-2012,16,THE UNCOMMON APPEAL OF CLOUDS,Alexander McCa ll Smith,,
06-16-1968,1,AIRPORT,Arthur Hailey,Doubleday and Company .,
06-16-1968,2,COUPLES,John Updike,Alfred A. Knopf.,
06-16-1968,3,MYRA BRECKINRIDGE,Gore Vidal,"Little, Brown and Company.",
06-16-1968,4,VANISHED,Fletcher Knebel,Doubleday and Comp any.,
06-16-1968,5,TOPAZ,Leon Uris,McGraw-Hill.,
06-16-1968,6,TESTIMONY OF TWO MEN,Taylor Caldwell,Double day and Company.,
06-16-1968,7,THE CONFESSIONS OF NAT TURNER,William Styron,Random House.,
06-16-1968,8,CHRISTY,Catherine Marshall,McGraw-Hill.,
06-16-1968,9,THE TOWER OF BABEL,Morris West,William Morr ow and Company.,
06-16-1968,10,TUNC,Lawrence Durrell,E.P. Dutton and Comp any.,
05-14-1961,1,THE AGONY AND THE ECSTASY,Irving Stone,Doub leday and Company.,
05-14-1961,2,THE LAST OF THE JUST,Andre Schwarz-Bart,Ath eneum.,
05-14-1961,3,A BURNT-OUT CASE,Graham Greene,Heinemann.,
05-14-1961,4,HAWAII,James A. Michener,Random House.,
05-14-1961,5,TO KILL A MOCKINGBIRD,Harper Lee,J.B. Lippi ncott Company.,
05-14-1961,6,MIDCENTURY,John Dos Passos,"Houghton, Miffli n.",
05-14-1961,7,CHINA COURT,Rumer Godden,Viking Press.,
05-14-1961,8,WINNIE ILLE PU,A.A. Milnei,E.P. Dutton and Company.,
05-14-1961,9,DON'T TELL ALFRED,Nancy Mitford,Harper and Brothers.,
05-14-1961,10,ADVISE AND CONSENT,Allen Drury,Doubleday a nd Company.,
05-14-1961,11,THE CHATEAU,William Maxwell,Alfred A. Knop f.,
05-14-1961,12,MANILA GALLEON,F. Van Wyck Mason,"Little, B rown and Company.",
05-14-1961,13,POMP AND CIRCUMSTANCE,Noel Coward,Doubleda y and Company.,
05-14-1961,14,THE INCREDIBLE JOURNEY,Sheila Burnford,"Lit tle, Brown and Company.",
05-14-1961,15,HEAVEN HAS NO FAVORITES,Erich Maria Remarque,,
05-14-1961,16,SOMETHING LIGHT,Margery Sharp,"Little, Brow n and Company.",
05-05-1996,1,MOONLIGHT BECOMES YOU,Mary Higgins Clark,"Si mon & Schuster,",
05-05-1996,2,MALICE,Danielle Steel,"Delacorte,",
05-05-1996,3,PRIMARY COLORS,Anonymous,"Random House,",
05-05-1996,4,THE CELESTINE PROPHECY,James Redfield,"Warne r,",
05-05-1996,5,SHADOWS OF THE EMPIRE,Steve Perry,"Spectra/B antam,",
05-05-1996,6,THE HORSE WHISPERER,Nicholas Evans,"Delacort e,",
05-05-1996,7,NEANDERTHAL,John Darnton,"Random House,",
05-05-1996,8,ABSOLUTE POWER,David Baldacci,"Warner,",
05-05-1996,9,IN THE PRESENCE OF THE ENEMY,Elizabeth George ,"Bantam,",
05-05-1996,10,FIRST KING OF SHANNARA,Terry Brooks,"Del Re y/Ballantine,",
05-05-1996,11,TIMEPIECE,Richard Paul Evans,"Simon & Schus ter,",
05-05-1996,12,SPRING COLLECTION,Judith Krantz,"Crown,",
05-05-1996,13,MONTANA SKY,Nora Roberts,"Putnam,",
05-05-1996,14,AND THIS TOO SHALL PASS,E. Lynn Harris,"Dou bleday,",
05-05-1996,15,THE RETURN,William Shatner with Judith and G arfield Reeves-Stevens,,
04-04-1971,1,QB VII,Leon Uris,"Doubleday & Company, Inc.",
04-04-1971,2,THE PASSIONS OF THE MIND,Irving Stone,Doubl eday and Company.,
04-04-1971,3,THE THRONE OF SATURN,Allen Drury,Doubleday.,
04-04-1971,4,THE NEW CENTURIONS,Joseph Wambaugh,"Little, Brown and Company.",
04-04-1971,5,THE UNDERGROUND MAN,Ross Macdonald,Random H ouse.,
04-04-1971,6,"RICH MAN, POOR MAN",Irwin Shaw,Delacorte Pre ss.,
04-04-1971,7,LOVE STORY,Erich Segal,Harper and Row.,
04-04-1971,8,PASSENGER TO FRANKFURT,Agatha Christie,"Dodd , Mead and Company.",
04-04-1971,9,THE ANTAGONISTS,Ernest K. Gann,Simon and Sc huster.,
04-04-1971,10,FIFTH BUSINESS,Robertson Davies,Viking Pre ss.,
02-18-1996,1,PRIMARY COLORS,Anonymous,"Random House,",
02-18-1996,2,INTENSITY,Dean Koontz,"Knopf,",
02-18-1996,3,THAT CAMDEN SUMMER,LaVyrle Spencer,"Putnam,",
02-18-1996,4,CONTAGION,Robin Cook,"Putnam,",
02-18-1996,5,THE HORSE WHISPERER,Nicholas Evans,"Delacort e,",
02-18-1996,6,FIVE DAYS IN PARIS,Danielle Steel,"Delacorte ,",
02-18-1996,7,BEHIND THE LINES,W. E. B. Griffin,"Putnam,",
02-18-1996,8,THE WEB,Jonathan Kellerman,"Bantam,",
02-18-1996,9,THE CELESTINE PROPHECY,James Redfield,"Warne r,",
02-18-1996,10,ABSOLUTE POWER,David Baldacci,"Warner,",
02-18-1996,11,THE MOOR'S LAST SIGH,Salman Rushdie,"Panthe on,",
02-18-1996,12,THE LOST WORLD,Michael Crichton,"Knopf,",
02-18-1996,13,HIDE & SEEK,James Patterson,"Little, Brown,",
02-18-1996,14,THE JUDGE,Steve Martini,"Putnam,",
02-18-1996,15,IN THE BEAUTY OF THE LILIES,John Updike,"Kn opf,",
06-02-1968,1,AIRPORT,Arthur Hailey,Doubleday and Company .,
06-02-1968,2,COUPLES,John Updike,Alfred A. Knopf.,
06-02-1968,3,MYRA BRECKINRIDGE,Gore Vidal,"Little, Brown and Company.",
06-02-1968,4,TOPAZ,Leon Uris,McGraw-Hill.,
06-02-1968,5,VANISHED,Fletcher Knebel,Doubleday and Comp any.,
06-02-1968,6,THE CONFESSIONS OF NAT TURNER,William Styron,Random House.,
06-02-1968,7,TESTIMONY OF TWO MEN,Taylor Caldwell,Double day and Company.,
06-02-1968,8,THE TOWER OF BABEL,Morris West,William Morr ow and Company.,
06-02-1968,9,CHRISTY,Catherine Marshall,McGraw-Hill.,
06-02-1968,10,TUNC,Lawrence Durrell,E.P. Dutton and Comp any.,
03-02-2014,1,PRIVATE L. A.,James Patterson and Mark Sulliv an,"Little, Brown.",
03-02-2014,2,THE GOLDFINCH,Donna Tartt,"Little, Brown.",
03-02-2014,3,KILLER,Jonathan Kellerman,Ballantine.,
03-02-2014,4,THE INVENTION OF WINGS,Sue Monk Kidd,Viking .,
03-02-2014,5,STILL LIFE WITH BREAD CRUMBS,Anna Quindlen,Random House.,
03-02-2014,6,ONE MORE THING,B. J. Novak,Knopf.,
03-02-2014,7,SYCAMORE ROW,John Grisham,Doubleday.,
03-02-2014,8,THE COUNTERFEIT AGENT,Alex Berenson,Putnam.,
03-02-2014,9,GONE GIRL,Gillian Flynn,Crown.,
03-02-2014,10,THE FIRST PHONE CALL FROM HEAVEN,Mitch Albom ,Harper.,
03-02-2014,11,FIRST LOVE,James Patterson and Emily Raymond ,"Little, Brown.",
03-02-2014,12,THE MARTIAN,Andy Weir,Crown.,
03-02-2014,13,DOCTOR SLEEP,Stephen King,Scribner.,
03-02-2014,14,AN OFFICER AND A SPY,Robert Harris,Knopf.,A fictionalized account of the Dreyfus Affair focuses on Lt
03-02-2014,15,THE HUSBAND'S SECRET,Liane Moriarty,Amy Ei nhorn/Putnam.,
09-28-1975,1,RAGTIME,E. L. Doctorow,"Random House,",
09-28-1975,2,LOOKING FOR MR. GOODBAR,Judith Rossner,"Simo n &Schuster,",
09-28-1975,3,SHOGUN,James Clavell,"Atheneum,",
09-28-1975,4,THE GREAT TRAIN ROBBERY,Michael Crichton,"Kn opf,",
09-28-1975,5,THE MONEYCHANGERS,Arthur Hailey,"Doubleday,",
09-28-1975,6,CIRCUS,Alistair MacLean,"Doubleday,",
09-28-1975,7,THE EAGLE HAS LANDED,Jack Higgins,"Holt, Rin ehart & Winston,",
09-28-1975,8,HUMBOLDT'S GIFT,Saul Bellow,"Viking Press,",
09-28-1975,9,CENTENNIAL,James Michener,"Random House,",
09-28-1975,10,COCKPIT,Jerzy Kosiniski,"Houghton Mifflin,",
12-23-2007,1,“T” IS FOR TRESPASS,Sue Grafton,"Putnam,",
12-23-2007,2,THE DARKEST EVENING OF THE YEAR,Dean Koontz,"Bantam,",
12-23-2007,3,FOR ONE MORE DAY,Mitch Albom,"Hyperion,",
12-23-2007,4,DOUBLE CROSS,James Patterson,"Little, Brown,",
12-23-2007,5,A THOUSAND SPLENDID SUNS,Khaled Hosseini,"Ri verhead,",
12-23-2007,6,WORLD WITHOUT END,Ken Follett,"Dutton,",
12-23-2007,7,STONE COLD,David Baldacci,"Grand Central,",
12-23-2007,8,THE CHOICE,Nicholas Sparks,"Grand Central,",
12-23-2007,9,PLAYING FOR PIZZA,John Grisham,"Doubleday,",
12-23-2007,10,HOME TO HOLLY SPRINGS,Jan Karon,"Viking,",
12-23-2007,11,THE CHASE,Clive Cussler,"Putnam,",
12-23-2007,12,BOOK OF THE DEAD,Patricia Cornwell,"Putnam,",
12-23-2007,13,PROTECT AND DEFEND,Vince Flynn,"Atria,",
12-23-2007,14,RHETT BUTLER’S PEOPLE,Donald McCaig,"St. Ma rtin’s,",
12-23-2007,15,CONFESSOR,Terry Goodkind,"Tor/Tom Doherty,",
12-11-1939,1,KITTY FOYLE,Christopher Morley,Lippincott.,
12-11-1939,2,ESCAPE,Ethel Vance,"Little, Brown.",
12-11-1939,3,MOMENT IN PEKING,Lin Yutang,John Day.,
12-11-1939,4,CHRISTMAS HOLIDAY,W. Somerset Maugham,"Doubl eday, Doran.",
12-11-1939,5,THE NAZARENE,Sholem Asch,Putnam.,
12-11-1939,6,THE GRAPES OF WRATH,John Steinbeck,Viking.,
03-16-2014,1,THE UNDEAD POOL,Kim Harrison,HarperVoyager.,
03-16-2014,2,THE GOLDFINCH,Donna Tartt,"Little, Brown.",
03-16-2014,3,THE CHASE,Janet Evanovich and Lee Goldberg,Bantam.,Nicolas Fox (a handsome con man) and Kate O’Hare (an F.B
03-16-2014,4,PRIVATE L.A.,James Patterson and Mark Sulliva n,"Little, Brown.",
03-16-2014,5,CONCEALED IN DEATH,J. D. Robb,Putnam.,
03-16-2014,6,THE INVENTION OF WINGS,Sue Monk Kidd,Viking .,
03-16-2014,7,BLACKBERRY PIE MURDER,Joanne Fluke,Kensingt on.,
03-16-2014,8,STILL LIFE WITH BREAD CRUMBS,Anna Quindlen,Random House.,
03-16-2014,9,ONE MORE THING,B. J. Novak,Knopf.,
03-16-2014,10,SYCAMORE ROW,John Grisham,Doubleday.,
03-16-2014,11,KILLER,Jonathan Kellerman,Ballantine.,
03-16-2014,12,THE MARTIAN,Andy Weir,Crown.,
03-16-2014,13,BARK,Lorrie Moore,Knopf.,
03-16-2014,14,THE MUSEUM OF EXTRAORDINARY THINGS,Alice Hof fman,Scribner.,
